text,sentiment
with red who is blue,0
@tommcfly apparently were not as good as the Brazillians tho',-1
Now I have no SKy until Monday,0
Time ticking by sooo sloooooooooowlyyyyyyyyyyyyy,-1
homeee! my feet are sore,-1
"My dog is officially depressed that my brother's dogs are gone. He doesn't want to go outside and when we did, he play half-heartedly.",-1
@INVAZN me too  Thats why im driving down to Cali in July for HIN Pleasanton.,0
@sampan22 Haha...ooh it was gorgeous wasn't it!! And a whole weekend more to follow!! Ouch...i had blisters from my shoes yesterday,0
"sooooooo NOT happy, wattching disney channel....rubbish rubbish rubbishhhhhh, didnt get my jonas 3d poster  the dude wasnt there but im..",-1
@eddieishere can only walk on streets as am in london town....no fields,0
no #thedailyshow this week,0
Wating to get my hair cut before prom. It sucks people screaming instead of talking.     Probably going to be wating for another hour  ...,-1
ugh. i just want things to go back to normal. i miss my best friend,-1
saying goodbye to my parents at the airport.  it was great having them around.,1
"over LT training today, ehhh hard to tall how hard it was. But now I feels good. Sunday race day again... Its raining now so lost of mud",1
It rains and it sucks so much because it's the second day in a row,-1
Can't sleep rite now because of havin' so much tea!!! 2nite I've just failed the test of my Lpi course   Next week i'll make it better!,0
Going to get my blood taken,0
Why does flickr no longer recognize my e-mail addresses.  I can't log in.,-1
OH NO ZOMBIEPIX DON'T FOLLOW ME ANYMORE... NEED SOMEONE TO CHEER ME UP,1
sitting at the chevy dealership in utah waiting for the van to be fixed,0
Now I have no Sky until Monday,0
My day on the computer is about to end. Dang. I hate not being allowed on the computer.,-1
@darrkwillow sayid could be dead.,-1
@dhsmith I'm not comfortable with this announcement.,-1
Listening to 'Fountain of youth' by Supastition @imeem http://x.imeem.com/KPEQpG7vUY how ive been feeling about music these days,0
not having a good day..one bad thing after another,-1
@CrypticIrnAngel Sad  nothing.,-1
i love the dreambears!.. i want a gay best friend!,1
would love to say TGIF but working at 6am tomorrow,0
"the scrubs finale was beautiful, just so so perfect. can't believe they're gonna do another season",1
mad traffic,-1
okay someplease save me!!! now I am watching ninja warrier and eating an egg roll from last night,-1
is working until 11 tonight  http://plurk.com/p/x2kbv,0
Im a bad blogger!! I have not blogged in weeks~ oops!,-1
not going out with them. there is another fatty i like and hopefully ill see him in when i'm in cali in 8 days. if hes not upset with me.,0
turning in.  it's been a loooong day.  just got my new US edition Esquire so going to fantasize that I could one day look like Megan Fox.,0
I wanna crawl under my desk and take a nap  nvrmind its dirty =/,-1
Went to sleep and there is a power cut in Noida  Power back up not working too,-1
@XavierMathews not sexy with 2 tubes sticking out of my stomach  but thanks !,1
Im bored   -musiic[BOX],-1
wants to go to walmart. but won't go alone,0
"@aneffie53  thx, I was aware,  2 day festival -multi bands - but GA I can't do any more.  Must wait for a sit down concert",-1
"@Laura_lou27 i have moved through to edinburgh from glasgow - new flat, no phone line or broadband",0
The new resigned cricinfo : http://tinyurl.com/mxlcuv I hate change,-1
@RhChestnut .. Guess ol' Tom has another mission impossible ... some of this is like trying to prove innocence .. I didn't get hugged,-1
"@lisamh77 Concord &amp; Irvine, CA only. That's it for '09.",0
"pop, idk how to reply to ur tweet from my phone  lol but yeah my bday is in a few days. soooo excited!",1
But i dont mind the long line when theres a super cutie in front of me. Too bad he's wearing a gay bracelet with a girls name on it,0
"@cwardzala Ironically, that thought goes through my head (no pun intended) for *every* headache I have...  Hope it goes away soon.",0
"@MarkHeartofBiz Yeah, if I lived on the rez, I'd already be dead.",-1
@arian_marie hey girl i'm sorry about your loss. best wishes,0
I'm loving the humidity right now...great for the skin....another love that won't last,1
"@corylamb i was going tonight, but you never wrote me back with the info  im sososo sad...",-1
Tryin to upload a new pic but this shit says its too big,-1
"@mileycyrus I'd love to, but i'm all the way in India.",1
@lilmickee what dey do homie? I wish it would stop raining already!! Plus my vacay is almost over,0
Freaking #2 horse crushed my dreams!  Tear.....,-1
No betta nest  I think despite the heater it gets too chilly at night,-1
Loved the sun today. Did not love a black suit and black top plus 6 trains/tubes to get to my meeting and back  Need to shop for summer,1
@Shaunielove awww sowy shortie,-1
Dane Cook is at the sports arena tonight. Wish I had tickets,1
"my entire body hurts.  shower, hot tea and tv please..",-1
What the fuck!? It's only 20:35!!? Oh my GOD! My internal clock really IS fucked up. Nooooo.,-1
@jesslo24 oh no Jess I hope the person is ok,1
"Sometimes, twitter makes me feel like an outsider..",-1
I'm at work and I'm still sick and I'm really pissed off about Sunday!!!,-1
Waiting for Raimi's new horror flick Drag Me To Hell. I'm really excited for this! Too bad it's not in #amcmain in KC,0
I'm gonna cry    I went bad at my History test ! I really hate History  !,-1
"@davidjosman, a 74 is not &quot;quite alright&quot;!  on the plus side, I ate cinnamin toast crunch for breakfast, and am now eating strawberries.",0
"Not smoking sucks sucks FUCKING SUCKS, I want a cig",-1
Daughter has a 45 min orthodontist appt and I forgot my ebook reader,0
"I love my daddy, but I don't want to go to his house today.",1
"Beta 5 of 3.0 expired today, back on 2.2.1 until the public release. I miss it already",-1
"WOW, i AM REALLY MiSSiN THE FAM(iLY) TODAY. BADDD.",-1
@hollie__ Thanks. It's SO annoying!,0
@TearBear7   Bummer.  I hope it doesn't continue too long.,-1
really am sorry becauseI was looking forward to it.. thought itd be fun  and u wanted to hear it.Iowe u a beer.,0
@dash_cunning I gotta go to my cousin's grad party,1
"I miss my Nipissing pitas  Good thing we've got a Euphoria in Barrie, 'cause I would never survive summer without my pitas AND smoothies!!",1
Why do so many ppl on 12 mile have ashy elbows???,0
@donthateitskate  please don't,0
"i need sweets, drank my cyderrrrrrrrr",0
@jsaladino why you come down in sept? that's when i start school,0
The new redesigned cricinfo : http://tinyurl.com/mxlcuv I hate change,-1
EVERYONE VOTE FOR MILEY CYRUS FOR THE MTV MOVIE AWARDS BECAUSE I CAN'T THAT DOE'T WORK AT ME I'M #FRUSTRADED :@,-1
Looks like no diamond ball for me,-1
@chilkotardis I am lost. Please help me find a good home.,-1
Oh why do I keep stumbling about deathfic WITHOUT WARNINGS. do not want,-1
Picked up Luna from the vet. She looks like she's been crying  I'm not kidding. Her lashes are wet and she has tear trails. My poor bebe!,-1
The beer buzz is almost gone.. The world has become complicated again,-1
I Wanna be @ JET in the Mirage...     Couldn't get to Hawaii either   *****Someday***** Much Love To THE_WOCKEEZ and SuperCr3w,1
where is everyoneeeeeeeeee ?,0
dude I have 2 more hours  and I'm all done with my work,1
@jUjUbEAN0273 lol yea im thinkin bday bash ! but everybodys lame wants to sit in the house instead of qo wit me  lol,0
"omg! taylor and selena broke up  sooo sad, aw i think i actually like selena now. poor gal.",-1
being surrounded by student houses having barbecues and playing shit music is hardly conducive to a good job-applying frame of mind,1
"@drsketchyphilly alas, I am moving   (like where i'm moving too, but the actual moving, ugh) wish I could go too!",1
Took me 2 times to get over the wall. What killed me was the 150 lb dummy that you can't drag. 12  seconds over.,-1
@SherriEShepherd Wish you were doing one in San Francisco!,0
@Esme_Cullen8 i hate the rain *laughs*. thanks *smiles* i miss her loads i couldnt stop crying before,0
family comes. probably won't be on this weekend,0
I have to give up my beloved Red Sox tickets!! Argh! Meeting was just scheduled in CA...,-1
@billiemcfly she said no not to nite  x,0
And it stopped raining.  Fuckingtastic! ),-1
yay doctors  now interview then back 2 the doctor's for blood work,0
Can feel a headache growing.,-1
@tremblah i wishhh!,1
@Bob121378 everything okay?,0
"@Handroll That didn't work, unfortunately.",-1
Surgery.,0
@AnAmusedFrog you know the .nds torrent file for it? and i am guessing u have gh:mettallica? christine brought it today for the ps3,0
Just finished lunch...Subway Eat Fresh.......now gotta go back to work,0
"@MissLordy If u don't win u can always roll on my pass lol, I don't have anyone to take",0
"last weekday of doing nothing, school starts next week!!!",0
@juicy2009 &amp; I got too much work to do,0
at home and sick    http://yfrog.com/17zw1j,-1
House Hunting was a PAIN! House Shifting is a SUPER PAIN!! Packing never seems to end  I can't even Imagine Unpacking :-P,-1
Back at homes hmm.. i rly am going to miss my boo for 2 days like wtf,-1
Another Friday night in. Man being skint is rubbish.,-1
"Hmm, $25 to see the Decemberists, but I have to go to Raleigh on a work night... or $95 for cheap seats to the Bolshoi? Probably neither",-1
i have perused the #fieldnotes website and it is good.  too bad i must return to work,0
"@realdawnsummers haha, because I'm at &quot;work&quot; and can't read anything",0
@stereophonics http://twitpic.com/6714p - I feel really emotional  Its been great seeing your pics and keeping up with you.  Gonna m ...,1
@savvybride  That's no good. I'm sorry,-1
"yes! its finally friday, and im stuck doing projects",-1
nothing,0
&quot;AAARRRGGGGHHH&quot; is the only thing that can decribe how I feel rite now!,-1
@Dez705 awww Mary I wish I could come but I'm going away 2morrow,1
omg maddie in holby is dead. Gutted. loved Nadine lewington and really wanted Maddie and Clifford to get together,-1
I want someone to come over so i can take pictures but no one can,-1
@itssmarieeee haha i see im so bored rite now.. it seems like everyone is headin to vegas this weekend,0
ummm. no it didnt work so i guess im stuck with this uglyonee,-1
Awww my daddy! Got in a car accident! Pray for him! He's shook'n up a lil!,-1
I gave up on tumblr because the API isn't pointing to the private account,-1
Just found out one of my coworkers that I actually like is leaving.,-1
Re-pinging @NUNU_B: Is it pathetic that I .... Or am I just pathetic ?   naw you a cutie,0
@xShefSx omg my ID aint come back yet  im sooo worried it best be bk by next week or il screamm!!! lmao and yeah u choose! its ur bday x,0
"I got to feel the belly, but not the baby.",0
Have to leave twitter alone for the night..last night in Barcelona   back to Philly tomorrow. Hope u all have a great Friday! Muahh!!,1
"i wish i was outside  thats the only thing thats gonna kill me about work all day, everyday during the summer.",-1
it was actually so hot today ..the sun has got his hat on . every one has got a tan except me,-1
"Ugh.. apparantly doc authorized my refills on tuesday (and ready to be picked up), but the order status online still says waiting review.",-1
Hey u forgot me!,-1
@Avas_Writer aww no which one?,0
@SQLSarg sorry about that,-1
@mileycyrus sorryyy milerz that i can't vote i would love to vote but it doesn't works i'm sad  and very frustraded  :@ :@ --__--,-1
@__SANDY i dont know! they sent out emails using my account about random stuff i didnt even understand i changed all my passwords,-1
@lizacosta Agreed...this time of the year we should change the motto to &quot;The Soggy State&quot;...my backyard looks like a swimming pool,0
Is sad when people's phones are dead,-1
"Have to leave to meet @boriori now. I'm looking forward to seeing him, but I'm so not done what I wanted to. Boo-urns. Wish I was @ work.",-1
Just came back from school.... Packing for my dad's house,0
On my way to LA. Running a little bit late,-1
@RetroRewind That is the 3rd NKOTB contest that Canadians can't enter   The overseas fans have theirs now!  It's bound to be our turn!,0
got an email from my auntie bout fathers day... mothers day w/seven moms but fathers day will consist of 2 dads    #realitycheck,0
I've been to Best Buy &amp; Target and still no Electrik Red album! I'm loosing hope..they've never even heard of the girls,-1
@TRcatanese tx me i have a new fone and i dont have anyones numbers,0
i keep reading contracts as cataracts... Someone should bring me panera,0
@glennbeck My husband is loosing his GOVERMENT job due to downsizing-he is looking for a new job but can't find one in our small town,-1
@JinBeautiful so i'm screwed,-1
@iamdiddy  I love you and Day 26 but that video was questionable... can't say that I liked it,1
SCHOOL IS FINALLY OVER NO MORE TEST OR WORK YES!!!!!!! But im gunna miss alot of ppl,-1
i wish i was at the beach already,1
"after a great day at work with the kids, disappointment with my roof decal",0
@Puddynface2 Don't know yet  Lemme know if you come up with something though.,0
"@anotorias lol what bothers me is that i'm messing with my metabolism   drinking lots of water pretending its different food, Mmmm grapes!",-1
@Frankmans: and this year I have summer school.,0
"@sky14kemea Yea, us 3 and Max @jenrolton Poor Trivun",0
Gonna miss my gurl while shes on her honeymoon,-1
it's friday! trying to find something to do,1
Have somebody installed vCenter Server 4 on Windows 2008 x64 w SP2?  SP2 is not in the compability matrix,0
I don't feel so good after eating all that food  ugh.,-1
So hyped about E3. I wish I could go...,1
"@Jen_Walker21 sadly no, I'll be going to the killumbus show. I really want to but no one wants to drive me there",0
@roboreese Hulu no work in Canada,0
@Dougiemcfly  ive got a cold too... It sucks  and u were awesome in ipswitch xD,0
"ouuuuuuuuuchhhhhhhh, still hurting from the Barca spanking",-1
Is Google Maps not working for anyone else?,0
"Warning tweeting while ridding a Bike is dangero, waaaaaaa!!! *crash*",-1
@latinamarie She's the ruddy manageress - 2nd bad job from her. I can never find a good place beyond 1 or 2 cuts,-1
@laurarenee411 I'm so sorry!  I saw it too and it shocked me to the core.,-1
"http://bit.ly/UnRyF  I want this, but...",0
God i'm so sleepy today I can barely focus,-1
"@BoHeMyth: Very interested. However, low carbs for the next month means no beer for me",1
"Just got my paycheck... April bonus can b deposited 2day the rest, gotta wait til Mon.",0
hasn't had time to go on twitter since working full time!,0
fun times. just broke my usb stick.. like literally broke it..,1
"Had a nice visit last night from a boy with voracious stubble, does anyone know what to do about a raw chin? haha",1
Waiting for my momma so i can go to Chase and see what the hell they doin with my money. i miss WAMU,-1
@BookLoveHer I was really disappointed with the whole &quot;promiscuous girl&quot; thing. congrats on her success but i think wasted talent,0
@ilyChrisBreezy lol awww lol i will i can't do it now lol cauz i have to work  but i will make one and tell you love you 2 oxoxoteambreezy,1
i neeeeed plans. no one can hang out tomorrow. booo.,0
@MrsKerryKatona glad 2hear it kerry!!! didnt know u were on gmtv this morning &amp; i missed it!,0
"@SteamPowered damn, so many good deals...you guys have a conspiracy to steal all my money",1
oh no noisy family who live next door are back from holiday  there goes my peace and quiet,0
OMG  I BROKE DOWN AND HAD PIZZA BECAUSE I WAS STRESSED OUT  @Thefatboys @theunclelouie @princemarkiedee you mad at me?,-1
@dabusStop thats terrible  I enjoy being with you every minute!,0
god... im suffering greatly... having no hair + sitting in blazing sunshine = v v bad sunburn,-1
haha aww ok now back to bionomial expansion  ugh! joy,-1
"@MandyyJirouxx: I live in germany, it costs a lot too!  I wish you could follow me anyway..",0
@Jennifalconer would like to swap...i'm sitting with 3 grumpies,1
"@amandalaur i know right, that's so weak  but the g1 seems most like the sk i think. latonya is lamesauce, just call her that from now on",-1
@iViva I have trouble updating!!!,-1
"@Kellz95 is making cupcakes and says i can't have any  kelli, you're a bad sister.",-1
"wow! ever notice that some twitters have thousands of followers, yet they only follow a handful (actually, less than two hands) of peeps.",0
@crystalchappell &quot;we'll do lunch&quot;  uhh...indoors though we are having a thunderstorm rolling in,0
I wish I could get my nails done  stupid job,-1
@scifisamurai selfupdate and clean ruby fixed that part but now its failing on rb-rubygems,-1
i hate parents,-1
Nice days like this make me miss Alki,0
@Kenzonian Yes I do! And I'm still almost at my Gmail storage ceiling! ARGH! I am being FORCED to delete stuff.... or buy more space.,-1
just threw up,-1
Twitter has spoiled all the fun. Frustratingly slow!!  couldnt even bid properly!,-1
mom just woke me u[p and i am so mad i was dreaming about  shoes  she whants me to go to the river it is so stupid,-1
Working.  I can't wait till 4:30. Funeral on monday.,-1
didn't know the statue in the Venetian was a real man and screamed so loud everyone laughed,0
I just told the people that matters the most to me to just leave me alone... I fucked up again.,-1
needed my semi-gay best friend to go shoe shopping with me tonight. Alas he is nowhere to be found.,0
"@LizzieGrubman have a great time in the Hamptons. Hope it's for some relaxation, not for work",1
Had a little fight with My Best Friend   What should I Do?!?,0
I have softball,0
"@Imagelimited http://79.170.44.101/buma.ro/ temporary address not working either, m8. They must have done something to the domain",0
@Just_Cal Work or...(hehe mind in the gutter)! I'm sittin here doin this student loan thing.,0
"ugh, not sure i have the patience or remaining intelligence at this point in the day (week?) to refactor and rewrite this package of code",1
"@officialjman thanks for wishing me luck a couple of weeks ago on getting into a higher choir, but i didn't make it",0
"Ditto that, my friend...BORED! Oops, now I have an exciting problem",0
I seriously need to find out why my laptop sometimes gets so hot. BBL after errands &amp; pricing &quot;comp fixes&quot;. Not many places left 4 that.,-1
"When someone edit your designs is called plagiarism right??, but what can you do??, I'm tired, exhausted and dissapointed",-1
Blinded again,-1
"now it's weekend! It's so great!  I saw the rest of Twilight tonight, and i also have read fininsh  Break for know.. Could I do that?",1
i got locked out my carrrr  had to call a lock smith. - $35.00,0
"@roflcopterfail except the fact that it's been raining since Wednesday, and not supposed to stop till Monday. ew.",-1
@famouslyalone Me too!    need some tour dates stat!,0
@KTVL I gave up following @KimSherrell - She seems really nice but clutters the hell out of my feed.  It got annoying.,0
"@FreyaLynn damn, for reals? wtf",-1
@allahpundit never a relaxing weekend for the allahpundit,-1
oh no! my fun weekend with friends is gone! my mother has made a family weekend of it!  Damn,-1
"So disapointed,good Evans,  they sound really bad, so out of tune  #britainsgottalent",-1
@tmg25 i tried to help,1
still on the train goin 2 the southside!,0
"Good thing is: They have a computer. Bad thing is: It blocks ALL VIDJAGAME SITES! Yes, even VGTribune.com is blocked!",1
"These kids are terrible! If I was in Good Evans, I'd call Childline",-1
Bubbletweet hates me,-1
soo sick. i hate my life,-1
@omgamandanicole i dedicated that song to my VW when i sold it,0
@richardepryor You missed me!  lol,0
Well - looks like Hurdle is out.,0
"unopened pack of goat cheese starin me in the face. starving, din not til 6",0
trying to plan a huge birthday party by myself,0
"@execbp mmmm now you're speaking my language! (Unfortunately, in militant diet mode-am seriously thinking of  competiton-so no TB I guess",-1
Hate fighting,-1
@tinkypen are you all going without me,0
@mileycyrus http://twitpic.com/5ut6j - aww  he must be an amazing brother!,1
@DutchRaymond gay marriage isn't legal everywhere here.,-1
@pokeyp I saw that you were calling but cannot answer as I'm in the second hour of a phone convo with my mom and she won't stop talking,0
@soapylove Congrats on the Invisalign! I need to get refitted for mine - I got lazy and stopped wearing them.,-1
About to go on 6 hour journey home,0
Friday Night and working,0
@nkeathley tried to join the chat but the site would not let me sign in,-1
"@hihihammy yeah. because i'll have to go tomorrow morning and get picked up early sunday, so i see no reason to go the whole weekend",0
#BGT  Piers shouldn't have buzzed when the little girls were singing,-1
Just lost Internet.  And I was in a raid for 25 OS.,-1
Whew! I literally shopped till I dropped....and sprained my ankle.  Ugh...do you see the sacrifices I make for you??,-1
Im @ the dentist  ....scary people here...,-1
where did @poonstabby go???,0
@Ms_AliceV No  None in the house and I'm not sure i should drive to the coffee stand. It's worse than I thought it would be.,-1
@LisaTalkingTots So sorry to hear your terrible news   Thinking of you all x,-1
"May have to work Saturday   I want to just rewrite it properly over the weekend, but bosses may say just get it working now.",0
Comp. Mental Health wouldn't take me. Samuel Rogers center in the city gave me appt. On June 8th. I have 2 days worth of pills left  &lt; ...,1
in a bad mood now  annoying when its sunny,-1
@AboutVetMed,0
NO MORE MSHS!!!!!!!! Gotta go to work...too tired,-1
@mj12982  &quot;Bandwidth Limit Exceeded&quot; on your website,0
"@KiwiiKink was it for the vma's? i guess so.. also wanna go to london in june for demi lovato concert, but no one's going with me",-1
Ok. Over exagerrated. Twitter is not to bad.... I guess.,0
"is having a profitable day!  Looking forward to Sunday...gonna be a great day -- sad, too, because it's the 5th graders last day!",0
@Kelly_StrayCat I sorry!!  Me no like when people I like don't feel well. Your tummy?,-1
@rdmagnum guess Ill drive it back nine hours,0
"Is Watching Britains Got Talent, &amp; Is biting her nails. Please don't come off black nail varnish",0
Taking care of yucky stuff.,-1
still freakin out about missing the game!!!  #jonasnewsongs,-1
@jennifalconer thought it was rubbish  twins are cute tho!,0
I sometimes feel like the only person in the world without an iphone,0
I burnt my arm.  (just thought you should know),-1
The little wormy from labyrinth sadly passed away today but its ok as hes still around in a happy ghost form aww  http://twitpic.com/67aim,0
twitter is trippin right now with my pic,0
@seschloss No mine looks the same.,0
@SavingAmalthea that sucks,-1
@rachelgirl5 I can't go to the grocery store on an empty stomach. That's trouble! I wanna see ur show but not sure ill get to  let u kno,-1
i can't find my woody and buzz toys  but i've got my bullseye teddy! @tommcfly do you have toy story toys? 8-),0
@OfficialMelB Happy Birthday Mel. We miss you in the UK,0
I'm stuffed n can't move,0
"something outside has a bell  and i wont stop ringing, i think its children with bikes  the asbos",0
no internet for a week or longer,-1
"&quot;Updating Maven Dependencies&quot; I know this is a good thing, but would be better if it happened when I was asleep",1
Dreambears were crap compared to their wicked audition,-1
back from lunch and I just remembered I have to join the daily recap with JB,0
"Ok, i've eaten some food and now bored to death in my room. Seriously, there is nothing to do. Guitar been taken to the venue!",-1
I feel bad for John and Kate. And the 8.,-1
"@random_nexus he has to have a new suitcase, but he is just so bloody indecicive, everytime he wants to buy something it takes HOURS",-1
@BingTheCherry he's on zul'jin (i think that's how you spell it) so i doubt they'll ever meet,0
everyone vote for @mileycyrus for the mtv movie awards coz my comp is mashed up and wont let me vote!  i will somehow!!!!!!,-1
My Blackberry's got a fatty (battery)  guess we're kinda in the same boat huh @laurensanchez ?,0
Gotta work.  Lonely weekend ahead.,-1
"in santa clara a long way from hoe, well not that far. it sure seems like it.",0
Loll whats boyfriend #2 supposed to mean then? @cathyweeeen its to cold,-1
@kinahboo imma miss dem KObe nd Bron commrcials wen cleveland get knocked out doe  they wer funny,0
I don't want to go to the 3-hour lecture,0
@LiveFreeT because your mean to me and it makes me sad!,-1
"@stephanie_hall no  i was gutted when he wasn't. lmao. i think i'm obsessed with him, bahaha.",1
I plead temporary insanity for agreeing to a metric century cycling event tomorrow.,-1
@iFelixGonzalez really?!?! It looks like its going to rain here but its all just gray.... La is a bummer sumtimes,-1
i didnt get paid this week  roll on tuesday,0
Hours of refusal upon realisation that tomorrow's #Morrissey gig at Brixton is postponed.   Only been looking fwd to that for 6 monthsish,0
Cut my thumb with the saw in small metals   again...,-1
There is nothing for me to do here @ wk i should just go home... Or i can go look at bathing suits  bah humbug lol,0
Migraine is fighting its way back from last night.,-1
"@markhoppus Is there going to be a New-Brunswick, Canada Drive? lol I live far far away",0
after mad calls..txt..fb msgs my homie finally calls me back I was so worried..I think I care far 2 much..but if anything happened 2 them,-1
"Frak. I like sunshine, but I do NOT like heat headaches  shame, because today was lovely otherwise.",0
@Franknitt  don't remind me.. Was supposed 2 meet up with the Homie @DAEONE 2 4 that show..  Ack! So kill it please..do the damn thang!,0
When it rains it pours. Life sucks,-1
@iheartreading hey sorry i just got the tweet about the puppy... and someone already got it,-1
is dreaming of the weekend... awake!,0
"Graduation tonight  I'm gonna miss my boys...Mikey, Dustin, Miles, Charlie, Travy, Nicky, John, Jake, all my boys...I love you guys",1
@7mad He's my boxing trainer. Although I think the bruise came from me hitting myself on something. Ow,-1
Ahh... I love Chinese music. Haha.  Not gonna see my luff til Thursday...,1
I don't know what im doing :S,0
About to clean my room,0
is wondering what happened to all those froggies at the potato farm!,-1
Slowly getting ready for work,0
man iCant send love on Bebo. Cuz im on Skoo Comps. UGH! thiss sucks.,-1
Steve Aoki  sorry. May b nxt time.,-1
"@danger_skies  cus it all got too much attention in the end, shes embarrased and i think it just got outta hand a bit poor girl  xX",-1
I'm dreading hearing even worse news tonight,-1
SEe waT I Mean bOuT FoLL0w fRiiDaYs... It'S cALLed LoSe f0LloWeRs FridAy... smH,0
Took a short nap now Im ready for work. My sun burn hurts,-1
@MishGoddess not but I went to his page and it made me hungry,-1
Just heard good vibrations and i thought of Charlie dying on Lost,0
"Hey, @jonaknt I'll be in sa then  maybe if we cross highways we can grab lunch?",0
But ... but ... who will produce the next Starsailor record?,0
grrh  wii remote dead.. no multiplayer here tonight,-1
"@tdwnds1 No problem. At least look on the floor. We won't see the banana skin in our brains ... I step on it once, almost got killed",0
In Seattle Washington....im SOOOOO hungry&amp;i miss alaska,-1
@ottosdaughter sorry to hear that,-1
omg...did I just see a tweet from Miss Bonnie??? amazing...my phone died yesterday...and oster has alltel  I miss you,0
FJGKFLD;'Sdh WHY AM I NOT AT HOMETOWN DAYS WITH MY FRIENDS.,0
@ZeenaBoBeena im sorry. I fail.,-1
Doh! I was hoping to get a book for the missus but exclusive books are closed,0
"-- I won't feel guilty and like I should be revising stuff after today, haha",1
@mandyyjirouxx don't forget to follow emma from london = @teamcyrus like you said you would! I wish you aswered my calls  it cost me ï¿½14,1
Jamies Free Views Dead,-1
gosh today sucks! i didnt get my tax returns! im so upset cuz now i have to miss my best friends wedding in washington...lame,-1
"@MandyyJirouxx MANDY!!!  IT WON'T LET ME VOTE  I WANT HER TO WIN BUT I CAN'T HELP, I AM GONNA JUMP OFF A BRIDGE (KIDDING) BUT THIS SUX",0
"Oh..Summer begins..yay..  The fighting, Crying and stress has started with the kids..It's only been 3 hrs since they got out.",-1
"fire and rain by james taylor fits the style i need for my SA audition perfectly, but i can't find a karaoke track in a high enough key",-1
@Rachael_Hodges Yup. Their loss.,-1
@marcosrivera08 I am very angry at this information Marcos!!!!!!,-1
@CASHRIC I MISS U CEDDY,-1
@NiaBassett Iï¿½m good. Wanna get out of the office....,1
I want some cookies.,0
Peeps! Me blackberry messenger is kwijt..  no pinging :p,0
@evernote @eyeficard I need one of these! Was just thinking about it earlier today as I downloaded pictures via USB.  #evernote_eyefi,0
@penflare  tell me about it,0
One is not supposed to have a headache on a Friday. That's just not right.,-1
Work...,0
"@MommaSalty Aw, sorry about your cat   No worries about the blankets, I was just wondering, I'm in no rush, take your time!",0
Its raning!!! -_- really bad,-1
"Hummmmm..... ohh  i miss you so much!!! realy, but i hope you have a nice friends, like us :]",0
Yum chocolate sorbet! She barely even shared  http://twitpic.com/67azl,1
@heidimontag WOW AND TO THINK SOME PEOPLE ACTUALLY REALLY DO LIVE IN THE JUNGLE BUT DONT GET TO GO BACK TO A HOTEL.,0
Trying to sell my GM stock,0
"ugh, i was so hungry i scarfed my lunch before i even thought to take a pic.   #feastfriday",0
They gave me a regular coke instead of diet. Really??,0
i so wish i could get pregnant!!,1
Just ate way to many chocolate animal crackers,-1
"@VANS_66 I haven't had slip-ons in years, since my checkered days. Matter of fact I only have my torn up all black classics.",0
"@doudoubebe There are 3 other Drs. in the office and only mine does this  It drives me nuts, especially when it is an appt. for my kids.",-1
@stephenfry Tinkered with open-source Virtualbox &amp;Win7 yet? Would've loved to have seen you @ Hay. Always unfortunate timing for students,0
I don't believe there's anything worse than losing a best friend,-1
Last Tonight Show with Jay Leno Tonight!,0
No show tonight  No plans. Ughhhh.,-1
Off to take a math quiz...on a friday....booo,0
@Noufah aaaah I swear I took it by mistake  it was somehow attached with the charger -_- apparently it needed break from U huh!,-1
wanna do some sessions with ronnie he da bomb u know?,1
"watching a boring police prog after making a fab pasta dinner, trying to cut down on alcohol so only had water",-1
ahhh i think my legs are burnt  they hurt,-1
"Ugh, i hate waiting in airports. I couldn't find a seat near an outlet either.",-1
nice hair and nowhere to go,1
"I think I messed up my back, its been like this all day",-1
I missed the @retrorewind announcement   Something about being flow out for a concert? Can anyone fill me in?,0
@ThatKadyGirl every day of my life lately.    i feel ya girl &lt;3,0
Didn't get to hang out with kaitlyn.,0
Feel so depressed that I couldn't save it... Thanks for nothing!,-1
Phew long day and i havent gotten to work yet,-1
i want to see my bud mel  miss hur loads,-1
@BeachBabe4Ever genevaaa! my picture isnt showing up  i dont think im doing it right,-1
"@tommcfly say hi to me, i'm depressed cause i cant see you",-1
"napppinggg, then work 7 - 11",0
I wish I could play guitar..... my guitar I got a few christmas`s ago is collecting dust! I need to learn! haha,0
traveling to L.a today to see grandpa in hospital..Yet another road block to cross fro my family,-1
@jeremyfritsche your understanding would require taking paragraph 3 out of context. But para5 COULD lead to opting out of EVERY class.,0
"A sweltering afternoon no wonder the creepy, slithering snakes are heading to the creek. The nasty things can swim! Frightening detail!",-1
@PeterPanik hm... Both of us I guess...,0
@clarityxx,0
Bad week for connectivity...Arlington Panera wifi sucks. Maybe head to Legal Seafoods at airport. Dang...missing Metaverse U stream.,-1
"Just found about ten typos in one story in the Plain Dealer, including one run on sentence. It happens more and more these days",0
I have now realized I am not cool enough to ever get a shout out from @trellthms  (this player will not be playing on! hahahah),0
@vyzion360 your not following me  it won't let me dm,0
"@snowgirlsungirl I am sure every office has them. Men and women with no capacity to realize they should SHUT THE UNHOLY FUCK UP, Christ",-1
"90 degrees, gross skies, and thunderstorms...perfect match for my mood  lol",1
@Levanah_Gates am also gutted...the end is nigh  x,-1
@mattdavey2 not happy,-1
@K1_Logos nope my computer right now is in need of a power supply so im useing an old office machine,0
"Oh dear god, going to have to buy a Mac and Pro-Tools, I think my darling edit suite is soon to be filled with Prince Of Persia Movie",0
